mincan_id,namemine,town,province,latitude,longitude,commodityall,information,mine_status,operation_periods,main_id
QC-MINCAN-a90e8433,Raglan,Ungava,Quebec,61.681668,-73.671588,"Nickel, Cobalt, Copper, Palladium, Platinum, Gold",,Active,1998–open,QC-MAIN-a97821c0
BC-MINCAN-21e2fe4b,Craigmont,Merritt ,British Columbia,50.2075,-120.92611,"Magnetite, Copper, Iron, Silver, Gold",,Inactive,1961–1982; 2012–2013,
MB-MINCAN-8aa792f8,Birchtree,,Manitoba,55.70222222222223,-97.92472222222224,"Nickel, Copper, Cobalt, Gold, Silver, Platinum",,Inactive,1968–2017,
SK-MINCAN-2cb6d271,Seabee,La Ronge,Saskatchewan,55.685276,-103.613061791414,Gold,,Inactive,1991–2018,SK-MAIN-29afbdb5
ON-MINCAN-f49f4b0c,Keeley-Frontier,,Ontario,47.19908,-79.5071,Silver,large mine in ghost town ,Inactive,1908–1964,
ON-MINCAN-10492cda,Ontario Silica Division,Killarney ,Ontario,45.97102,-81.58989,Silica,,Inactive,1911–1970,
ON-MINCAN-017f9527,Schumacher Division (Former McIntyre) and renamed 1981: Shumacher,Schumacher or Shumacher,Ontario,48.4821,-81.29626,Gold,"exhaustion of reserves in 1984.
In 2015, the McIntyre Powder Project and Occupational Health Clinics for Ontario Workers began investigating the link between the McIntyre aluminum dust treatment and neurological disorders, including ALS and Parkinson's disease. The McIntyre Powder Project is a registry for miners who have health issues and who have been exposed to McIntyre Powder aluminum dust.",Inactive,1912–1984,
AB-MINCAN-7c13c887,,,Alberta,51.4798829686,-112.767824149,Coal,,Inactive,1912–1959,
BC-MINCAN-88a898c2,,Beaverdell ,British Columbia,49.432221,-119.06111,"Silver, Lead, Zinc, Gold, Cadmium, Copper",,Inactive,1913–1990,
ON-MINCAN-318a9b0c,Conley,Madoc (Havelock),Ontario,44.50406,-77.45273,Talc,,Inactive,1914–2010,
NS-MINCAN-a6164d30,,Springhill ,Nova Scotia,45.6533882912,-64.063784351,Coal,"Production begins at Novex Mining and Exploration Company’s barite mine at Pine Brook, Cape Breton, Nova Scotia",Inactive,1915–1970,
NS-MINCAN-4e1766d4,,Sydney Mines ,Nova Scotia,46.242273,-60.230613,Coal,,Inactive,1918–1963,
NL-MINCAN-4cdd35dd,Buchans Unit,Buchans ,Newfoundland-and-Labrador,48.8178821713326,-56.8705918918368,Barite,,Active,1928–1984; 2006–2010; 2020–open,
ON-MINCAN-e5c8caff,,Little Current,Ontario,45.9803585382338,-81.9272348256493,Silica,,Inactive,1930–1968,
QC-MINCAN-66c987da,,,Quebec,48.310132,-79.075479,"Zinc, Copper, Silver, Gold, Iron, Sulfur, Tellurium",,Inactive,1930–1962,
QC-MINCAN-cc76e1fd,Beattie,,Quebec,48.510851,-79.235575,Gold,,Inactive,1933–1956,
QC-MINCAN-d5127146,,,Quebec,48.263114,-79.05047,"Gold, Silver, Silica",,Inactive,1937–1956,
NB-MINCAN-82b12cca,Nigadoo,Robertville ,New Brunswick,47.73306,-65.80642,"Lead, Zinc, Copper, Silver",,Inactive,1938–1988,
NS-MINCAN-acc5d8df,,,Nova Scotia,45.2202726966124,-63.9327504318722,Coal,,Inactive,1939–1971,
QC-MINCAN-493be2d3,,,Quebec,47.414016,-78.676119,Gold,,Inactive,1940–1958,
SK-MINCAN-b3bb71c6,,Gladmar ,Saskatchewan,49.03696,-104.433579471723,Sodium Sulphate,,Inactive,1941–1980,
NS-MINCAN-1cf7a9a3,Acadia Coal Division,,Nova Scotia,45.560911,-62.5639188,Coal,,Inactive,1946–1972,
QC-MINCAN-64e67e5e,Candego,,Quebec,49.063244,-66.068973,"Lead, Zinc, Silver, Gold",,Inactive,1948–1954,
QC-MINCAN-85a4c755,Marcoux,Highwater ,Quebec,45.095201,-72.401157,"Talc, Steatite","In 1992's 900A Map, this mine changed location to South Bolton which is very close to Highwater (like 50 min driving). ",Inactive,1949–1952; 1992–1993,
YT-MINCAN-db52698a,Discovery,Discovery,Northwest Territories,62.26646,-137.1215,Gold," ""substantial abandoned property located 84 kilometers north of Yellowknife, NWT. The mine produced gold between 1950 and 1969, producing one million ounces from one million tons of ore. It has been visited numerous times over the years by the author. The old townsite and mine buildings were demolished in the summer of 2005 during a cleanup project managed by D.I.A.N.D."" (source1 (Silke) p. 176) 
CAUSE : Economic ore reserves were depleted in 1969 and the mine and village closed 
SIZE: In 1949-1950, Discovery Mine employed about 60 to 70 men. Men were housed in two bunkhouses each of 35 man capacity. Single-staff members were housed above the combined office/warehouse structure. AND An average of 128 were employed at Discovery in 1966. Two women were also on the payroll as assistants in the assay office.",Inactive,1949–1969,
ON-MINCAN-777a1fe8,,Sarnia,Ontario,42.94038,-82.43676,Salt,,Inactive,1950–1960,
ON-MINCAN-0dfebfb8,Murray,Sudbury,Ontario,46.5147592127011,-81.0654377460222,"Nickel, Cobalt",The mine was also in operation from 1916 to 1923.,Inactive,1950–1971,
QC-MINCAN-bad86769,Delbridge (Eldona),Noranda ,Quebec,48.261709,-78.965241,"Zinc, Gold, Silver, Copper, Lead",,Inactive,1950–1952; 1969–1971,
ON-MINCAN-4e371c8f,,Timmins ,Ontario,48.55806,-80.25318,Asbestos,,Inactive,1950–1964,
AB-MINCAN-3a3b1cf3,,Halkirk ,Alberta,52.4759600328,-112.193080695,Coal,,Inactive,1950–1977,
QC-MINCAN-371a8eba,Weedon (McDonald),,Quebec,45.704854,-71.371148,"Copper, Zinc, Silver, Gold, Cadmium, Lead",,Inactive,1951–1959; 1969–1973,
ON-MINCAN-241da7ce,Sheguiandah Quarry,Howland Twp,Ontario,45.9805232852148,-81.9287919438943,Silica,,Inactive,1951–1954,
ON-MINCAN-b29e557f,,Werner Lake,Ontario,50.4639,-94.93163,Nickel,,Inactive,1954–1972,
NB-MINCAN-73dabffa,Heath Steele,Newcastle ,New Brunswick,47.29027778,-66.0722222222222,"Zinc, Lead, Copper, Silver",,Inactive,1955–2008,
ON-MINCAN-10e5bbda,,Manitouwadge ,Ontario,49.15656,-85.8246,"Zinc, Copper, Silver",,Inactive,1955–1974,
SK-MINCAN-6db3787e,,,Saskatchewan,59.54278,-108.66861,Uranium,,Inactive,1955–1960,
SK-MINCAN-7efafd3f,,,Saskatchewan,59.595276,-108.423042959478,Uranium,,Inactive,1956–1958,
ON-MINCAN-649ffc0b,Madawaska,Brancroft,Ontario,45.02066,-77.92475,Uranium,"cause: The decline of global demand for uranium shut the mine down in 1964 destroying the local economy. Local Catholic priest Rev. Henry Maloney, the brother of former Ontario Ombudsman Arthur Maloney, led the community to demand support from the Government of Ontario and Government of Canada to extend the contracts buying uranium. Canadian Prime Minister John Diefenbaker, relying on an old agreement with the United Kingdom to buy uranium from Canada, was able to prolong the life of the mine by eighteen months, giving the community enough time to plan for the closure",Inactive,1957–1964; 1975–1982,
NL-MINCAN-f963e9fb,,St-Lawrence,Newfoundland-and-Labrador,46.9148852113021,-55.4858431036119,"Fluorspar, Zinc, Lead, Copper",,Inactive,1957–2019,
QC-MINCAN-9818b4f2,Hilton,Shawville ,Quebec,45.603768127235,-76.4924713157667,Iron,,Inactive,1958–1977,
ON-MINCAN-4bf7d5dd,,,Ontario,46.60343,-80.76397,"Copper, Gold",,Inactive,1958–1962,
SK-MINCAN-c018a1f6,,,Saskatchewan,59.5069340788426,-108.480554738592,Uranium,,Inactive,1958–1960,
QC-MINCAN-b0fa3003,,,Quebec,48.360297,-79.082217,"Copper, Zinc",,Inactive,1961–1965,
BC-MINCAN-26f05c30,,Highland Valley,British Columbia,50.485555,-121.04833,"Copper, Molybdenum, Silver, Gold, Lead, Zinc",,Inactive,1962–2021,
SK-MINCAN-8b2e7c65,K1,Esterhazy ,Saskatchewan,50.748881,-101.929642869569,"Potash, Salt",,Active,1962–open,
BC-MINCAN-7bcfac29,,,British Columbia,52.292777,-131.19888,"Iron, Magnetite",,Inactive,1962–1968,
QC-MINCAN-6a7fdd66,,Matagami ,Quebec,49.789443,-77.835343,"Copper, Zinc, Gold, Silver, Iron",,Inactive,1963–1970,
QC-MINCAN-39b8fac4,,,Quebec,47.358367,-78.93895,"Copper, Nickel",,Inactive,1965–1968,
NL-MINCAN-3dc8db8b,Whalesback,Springdale ,Newfoundland-and-Labrador,49.5968167108511,-56.0060387803009,"Copper, Zinc, Titanium",102 workers,Inactive,1965–1974,
NL-MINCAN-4aa95cd5,Pipe (1),Thompson ,Manitoba,55.351359308,-61.4900941686,"Nickel, Copper, Cobalt, Gold, Silver",,Inactive,1966–1971,
QC-MINCAN-56b2f372,,Lac de Renzy,Quebec,46.811944,-76.703328,"Nickel, Copper, Cobalt, Chromium, Gold, Platinum, Palladium",,Inactive,1969–1972,
SK-MINCAN-391cddcb,Colonsay,Viscount,Saskatchewan,51.930459,-105.775724508931,"Potash, Salt",,Active,1969–2016; 2017–open,
NL-MINCAN-111d3275,Pipe (2),Thompson ,Manitoba,55.29027208,-61.5029041677,"Nickel, Copper, Sulphur",,Inactive,1969–1984,
NB-MINCAN-6ad4666a,Caribou ,,New Brunswick,47.55864,-66.29385,"Zinc, Copper, Lead, Silver, Closed between 2020 and 2021",Closed between 2020 and 2021,Active,1970–1970; 2007–2008; 2016–open,
BC-MINCAN-faa6f3ce,Island Copper,Port Hardy,British Columbia,50.599721,-127.47499,"Copper, Molybdenum, Silver, Gold, Zinc, Lead, Rhenium",,Inactive,1971–1995,
BC-MINCAN-fc77768a,Line Creek,Line Creek,British Columbia,49.929166,-114.77611,Coal,,Inactive,1972–2015,
BC-MINCAN-9b7bf5e4,"Babine Lake Division, Bell and Granisles",Babine Lake,British Columbia,55.002777,-126.23194,"Copper, Silver, Gold, Zinc, Lead, Molybdenum",,Inactive,1972–1992,
SK-MINCAN-3c92442c,Jolu,Mallard Lake,Saskatchewan,56.000618,-104.281573,Gold,,Inactive,1973–1990; 2011–2014,
BC-MINCAN-96faa92c,,Brandywine,British Columbia,50.114444,-123.10361,"Gold, Silver, Lead, Zinc, Copper, Cadmium",,Inactive,1974–1982,
NL-MINCAN-6870dbff,,Daniel's Harbour,Newfoundland-and-Labrador,50.295759141257,-57.4651217583147,Zinc,"170 workers - Newfoundalnd Zinc Mines Ltd. operated from 1975 through to 1990. The mine shut down in April of 1986 and then resumed production in September, 1987. Estimated annual employment was 170 people. The mine, which was located in Daniel's Harbour, produced zinc.",Inactive,1974–1990,
SK-MINCAN-a9ccaf03,,Estevan ,Saskatchewan,49.12002,-102.974284341084,Coal,,Inactive,1975–1983,
SK-MINCAN-46642fd3,Rabbit Lake,Wollaston Lake,Saskatchewan,58.196106,-103.710826477565,Uranium,,Inactive,1975–2016,
NU-MINCAN-6e25be66,Nanisivik,Strathcona Sound (Arctie Bay/Nanisivik),Nunavut,73.04444444444444,-84.53722222222223,"Zinc, Lead, Silver","1,577 Mt zinc, 0.123 Mt lead, 0.718 M kg silver from 17.525 Mt of processed ore (Harrison, 2016). Deposit grade of 9.0% Zn, 0.7% Pb, 41 ppm Ag (9.7% metal), depleted, mine site reclaimed (major producer).",Inactive,1976–2002,
MB-MINCAN-1c5a8f02,Westarm,Flin Flon ,Manitoba,54.640277777777776,-101.845,"Copper, Zinc, Gold, Silver",,Inactive,1977–1985; 1994–1997,
ON-MINCAN-898293e4,Lyon Lake Division,Sturgeon Lake,Ontario,49.88704,-90.89011,Copper,,Inactive,1978–1991,
AB-MINCAN-e1786f69,Sil Silica Division,Bruderheim,Alberta,53.9065451988146,-112.924377233027,Silica,,Active,1979–open,
BC-MINCAN-5bfb16c7,Baker,Toodoggone River,British Columbia,57.285277,-127.11055,"Gold, Silver, Copper, Zinc, Lead",,Inactive,1981–1997,
NB-MINCAN-d6566db4,Mount Pleasant ,,New Brunswick,45.43169,-66.81302,"Tungsten, Molybdenum",,Inactive,1983–2013,
BC-MINCAN-b7fec9a9,Canal,Canal Flats,British Columbia,50.05,-115.51777,Gypsum,,Inactive,1984–2007,
ON-MINCAN-3893fbf5,Golden Giant,Marathon ,Ontario,48.69765,-85.90463,"Gold, Silver",,Inactive,1985–2006,
BC-MINCAN-5bb09dc5,Sumas Mtn.,Abbotsford,British Columbia,49.06861,-122.20027,"Shale, Clay",,Inactive,1986–1995,
ON-MINCAN-32ce190b,Glimmer,Matheson ,Ontario,48.52982,-79.69315,Gold,,Inactive,1988–1991,
MB-MINCAN-4d01d065,Namew Lake,Flin Flon ,Manitoba,54.20555555555556,-101.77916666666668,"Nickel, Gold, Silver",,Inactive,1988–1993,
YT-MINCAN-aa85f1bd,Ketza River,Ross River,Yukon,61.53805555555555,-132.2711111111111,"Gold, Silver",129 workers - traditional territory of the Kaska Dene people/// company has gone bankrupt and abandoned the site; leaving taxpayers on the hook for eventual cleanup costs. ,Inactive,1988–1990,
NB-MINCAN-412b5a4d,CNE,Newcastle ,New Brunswick,47.29557,-65.88469,"Copper, Lead, Silver, Zinc",,Inactive,1989–1990,
BC-MINCAN-277cbd31,,Samatosum Mine,British Columbia,51.144444,-119.80944,"Silver, Gold, Zinc, Lead, Copper, Antimony",,Inactive,1989–1992,
ON-MINCAN-94bcea27,Dona Lake,Pickle Lake ,Ontario,51.41475,-90.09447,Gold,,Inactive,1989–1994,
NL-MINCAN-2638781d,Lower Cove,Stephenville,Newfoundland-and-Labrador,48.5301397020446,-59.0317354077068,"Limestone, Dolomite",,Inactive,1990–2016,
NL-MINCAN-be2dd43b,,Baie Verte ,Newfoundland-and-Labrador,49.98361,-56.1925,Asbestos,44 workers,Inactive,1991–1994,
SK-MINCAN-b95775d2,Contact Lake,La Ronge,Saskatchewan,55.418888,-104.873891558581,Gold,,Inactive,1995–1997,
SK-MINCAN-90b1a5c3,Komis,La Ronge,Saskatchewan,56.208336,-103.899999746416,Gold,,Inactive,1995–2012,
NL-MINCAN-32f6b00f,Stog’er Tight,Baie Verte ,Newfoundland-and-Labrador,49.9660971784511,-56.077653845353,"Gold, Silver, Copper, Molybdenum, Zinc",,Inactive,1996–2019,
AB-MINCAN-016edf95,,Amisk Lake,Saskatchewan,54.596010295119,-112.641265732703,"Copper, Zinc",,Inactive,1997–2003,
YT-MINCAN-c2b663ca,Brewery Creek,Dawson Creek,Yukon,68.55,-136.7994445,Gold,peak production periods 145 workers; winter 45 workers,Inactive,1997–2001,
NB-MINCAN-7c7fa51d,Jamer Operation,Bayside,New Brunswick,45.1305985288417,-67.1084264833229,Graphite,,Active,1998–open,
SK-MINCAN-0b2fba54,McArthur River,McArthur River,Saskatchewan,57.766668,-105.081939109775,Uranium,,Inactive,1999–2018,SK-MAIN-d3c471e8
SK-MINCAN-01ca39f8,Taylorton,,Saskatchewan,49.087551,-102.788507214042,Coal,,Inactive,1890–1963,
NS-MINCAN-c514053c,Wentworth,Windsor ,Nova Scotia,44.986234,-64.0908974207825,Gypsum,,Inactive,1875–2011,
SK-MINCAN-74a5434d,Sutherland,Roche Perce,Saskatchewan,49.0687406620135,-102.802198087601,Coal,,Inactive,1878–1955,
NB-MINCAN-f0ca9c7b,Lake George Antimony,Lake George ,New Brunswick,45.84943,-67.03524,Antimony,,Inactive,1880–1996,
BC-MINCAN-74c35642,,Greenwood,British Columbia,49.091388,-118.63972,"Silver, Gold, Lead, Zinc, Copper, Antimony",,Inactive,1893–1989,
NS-MINCAN-c7cdca40,Forest Hill,,Nova Scotia,45.309245,-61.7553788772142,"Gold, Silver",,Inactive,1895–2009,
AB-MINCAN-12e81368,,Canmore ,Alberta,51.0561733827,-115.336297055,Coal,,Inactive,1895–1974,
BC-MINCAN-14ce4b06,Copper Mountain,,British Columbia,49.331,-120.533,"Copper, Gold, Silver",defined as ghost town https://www.explore-mag.com/10_British_Columbia_Ghost_Towns_Forgotten_By_Time,Active,1884–1958; 2011–open,BC-MAIN-599152a0
ON-MINCAN-1e4bb288,Copper Cliff,Copper Cliff ,Ontario,46.47288,-81.07491,Copper,estimate of 260 workers in 2006  ,Inactive,1887–2009,ON-MAIN-63b394c3
QC-MINCAN-41a0bd3c,Black Lake Division/Mine,Black Lake/Thetford Mines ,Quebec,46.025172,-71.367745,"Chrysotile, Talc","Closing of British Canadian asbestos mine, Black Lake, Quebec (production was during 1885-95
and 1996-97)./////////FR:L'approbation obtenue, le processus est amorcé en 1955 et se poursuit jusqu'en 1959. La compagnie Construction Aggregate Corporation a pour mandat de retirer la boue et l'eau du lac par dragage hydraulique. Le tout est pompé jusqu'à un bassin de déposition situé à environ 5 km du lac. Pendant quatre ans, cette compagnie aspire grâce à sa drague baptisée « Fleur de Lys », plus de 30 millions de mètres cubes de boue recouverts de 15 mètres d'eau en moyenne. De plus, le cours de la rivière Bécancour, qui se déverse dans le lac, est détourné et des barrages sont construits pour retenir les eaux et les diriger vers un nouveau lac artificiel, le petit Lac à la Truite. Le chemin de fer et la route nationale sont aussi réinstallés à environ 2 km et demi de leur ancien site.

Parallèlement, un moulin est construit, pouvant traiter plus de 5 000 tonnes de minerai par jour, au coût de 7 700 000 $. Les installations de la nouvelle compagnie sont, dès le départ, des plus modernes et profitent des plus récentes améliorations techniques d'usinage et d'antipollution. Pour rendre opérationnelle cette mine, 32 000 000 $ sont nécessaires. L'expérience administrative et de mise en marché de ses premiers dirigeants et de la compagnie mère lui permettent de connaître une croissance exceptionnellement rapide. Entre 1958 et 1979 près de 60 millions de tonnes de minerai sont extraites. Le 31 juillet 1973, la mine Lac d'amiante annonce par ailleurs une entente de principe avec la mine National visant l'achat des actifs de cette dernière.

Dans les années 80, le secteur de l'amiante est affecté par la récession économique et la campagne de dénigrement de l'amiante. Dans le but de gérer cette problématique, l'industrie de l'amiante connaît une rationalisation des opérations dans la région. Le 1er juillet 1986, débute les opérations de la société en commandite LAB Chrysotile, pour permettre une relance de l'industrie minière. Celle-ci vise la gestion et l'exploitation de trois compagnies, dont la Lac d'amiante du Québec ltée (dont le nom est francisé dans les années 1970). La Lac d'amiante a été la dernière mine d'amiante en activité dans la région avant sa fermeture en 2012 due au retrait de ses subventions.Formerly: Mine Lac d'Amiante (Lake Asbestos mine; LAB mine; Black Lake mine), Black Lake, Mégantic Co., Québec, Canada. Before Black Lake, a lake that occupied the site was drained, the asbestos orebody was explored underground by United Asbestos Corp. Ltd.(see photos).

Technically both with the limits of Thetford Mines and Saint-Joseph-de-Coleraine the mine falls mostly within Saint-Joseph-de-Coleraine. The former municipality of Black Lake is now part of the town of Thetford Mines.

An asbestos mine in serpentinized peridotite, Thetford mines ophiolite complex. Operated by LAB Chrysotile (LAB = Lake Asbestos Bell), this is a huge, inactive open pit mine (closed in 2011). In recent years many labels show ""LAB mine"" as the locality which reflects the preference of many local collectors.
Also erroneously known as ""Black Lake Mine"". ////////////Lake Asbestos of Quebec, operated by Lake Asbestos of Quebec Ltd., Black Lake, Quebec. Years operational 1888 – 2011. according to law suit https://www.brownlawyers.ca/canadian-asbestos-mines.html",Inactive,1888–2011,
ON-MINCAN-d0c33322,Ellen or Helen,,Ontario,46.429667,-81.323211,"Copper, Nickel","""The early mine was established on Boyer Lake, named after Benjamin Boyer, at the foot of the Helen Mountain. A town was situated above the mine on a large plateau 45 metres above. Work in the early years was hard and perilous and wages were paltry. In 1900 the total wage payroll for the year was only $107,535, and this was divided between the 430 or so employees. In the end the average employee was paid $245 per annum, a low wage. In Sudbury area nickel mines an underground worker would receive a comparable wage on a monthly basis.""  from https://www.ghosttownpix.com/ontario/towns/helen.html //// debatable closure date: 1996 versus 1996 in different sources",Inactive,1900–1996; 2004–2016,
ON-MINCAN-8c35080f,Young-Davidson,Matachewan,Ontario,47.948757,-80.69286,Copper,"there is no clear proof that the Young-Davidson mine was owned by min-ore but it was in Matachewan and produce gold. However, it select it because it appears for the full period in the maps. ////https://en.wikipedia.org/wiki/Young-Davidson_mine",Active,1917–1957; 2010–open,ON-MAIN-7607a50e
QC-MINCAN-53f0ce5a,East Amphi,,Quebec,48.1680555556,-78.1272222222,"Gold, Silver",Many more owners,Inactive,1941–1974; 1979–2007,
ON-MINCAN-838ef03f,Fraser,Falconbridge ,Ontario,46.66321,-81.34057,Nickel,Uncertain production years,Active,1962–1991; 2007–2009; 2010–open,ON-MAIN-206041d1
BC-MINCAN-595f5049,Myra Falls,Myra Falls ,British Columbia,49.567499,-125.605,"Copper, Zinc, Lead, Gold, Silver, Cadmium",,Active,1966–1985; 2002–2015; 2019–open,BC-MAIN-23155c25
NS-MINCAN-6a05d790,Point Aconi,Point Aconi ,Nova Scotia,46.31833,-60.30611,Coal,,Inactive,1975–2013,
AB-MINCAN-8c04cfcc,Paintearth,Forestburg ,Alberta,52.4810652797999,-112.219718025999,Coal,,Inactive,1978–2021,
NS-MINCAN-e1d56e14,Scotia,,Nova Scotia,45.0303,-63.34,"Zinc, Lead",,Inactive,1979–1985; 2007–2009,
NB-MINCAN-5287c000,Piccadilly,Sussex,New Brunswick,45.7515,-65.4162,Salt,more than 400 jobs lost,Inactive,1986–2016,
ON-MINCAN-266b1776,Holt-McDermott,Kirkland Lake ,Ontario,48.5101,-79.74016,Gold,,Active,1988–open,
NS-MINCAN-7b9a0273,Sugar Camp,River Denys ,Nova Scotia,45.708157,-61.3170204148798,Gypsum,"The company opened a new quarry in 1992 in Sugar Camp as the Big Brook operation wound down. It was estimated at the time that the Sugar Camp deposit contained at least 50 million tonnes of gypsum and the plan was to extract about one million tonnes per year. /// The Melford and Sugar Camp quarries were both idled in 2011, mainly due to the 2009 collapse of the United States housing market. With fewer homes being built, and less demand for wallboard, there was less demand for gypsum. source: notyourgrandfather...",Inactive,1992–2011,
QC-MINCAN-940990db,,St. Adolphe de Dudswell ,Quebec,45.63318,-71.59098,Lime,"""The Marbleton Plant, one of the oldest lime production facilities in North America, is equipped with modern and efficient production equipment. For limestone, the plant draws on an extensive ocean reef deposit which has been quarried since 1824."" /////////// https://www.latribune.ca/2020/07/03/un-poumon-economique-deux-fois-centenaire-a1f509650a0601c4556fd23d0cef011e",Active,1824–open,
NS-MINCAN-4ed2d911,,Walton ,Nova Scotia,45.2305704711816,-64.0063315080475,Gypsum,"1966: Formation of Cape Breton Development Corporation to revitalize mining in the Sydney coal field, Nova Scotia. 1968: Cape Breton Development Corporation takes over operations of remaining mines in Sydney coal field, Nova Scotia.",Inactive,1810–1972,
NS-MINCAN-ea9406d1,,Walton ,Nova Scotia,45.226163,-63.9349771291674,Barite,"Connected to discovered in 1962 Production begins, Yava mine, Salmon River area, Cape Breton, Nova Scotia?",Inactive,1828–1974,
ON-MINCAN-b17ab173,Goderich,Goderich ,Ontario,43.73785,-81.70784,Salt,,Active,1866–open,
NS-MINCAN-91def973,Pioneer or Drummond,Westville ,Nova Scotia,45.55917,-62.71222,Coal,"Closing of Drummond Colliery, Westville, Nova Scotia 
In 1946 Acadia Coal reopened the McBean Seam in Thorburn, where the geology was suitable for modern mining. DOSCO (the owner) touted the new McBean as the first all-mechanized mine in Canada. However, oil continued to usurp coal markets, so that the mine soon depended on production and transportation subsidies. The McBean closed on June 30, 1972.
At Westville, the small Drummond mine, now locally owned, mined coal by hand methods until a bad fire in 1984 closed this historic pit. Some of its 40 or so laid-off employees found work surface mining in Westville with Pioneer Coal.",Inactive,1868–1984,
QC-MINCAN-86eb1368,,Red Mill ,Quebec,46.4073253871115,-72.4652517055036,Iron ore,,Inactive,1870–1970,
ON-MINCAN-4620a5cf,,Guelph,Ontario,43.5243331455453,-80.2611029042262,Dolomite,,Inactive,1872–2002,
NS-MINCAN-999cdd11,Brierly Brook,Antigonish ,Nova Scotia,45.60336,-62.0703180366347,Gypsum,"Ghost town, many mines operated in this between 1901 and 1969 according to this source https://notyourgrandfathersmining.ca/ghost-town-broughton",Inactive,1873–1979,
QC-MINCAN-9eb61982,King,Putunig / Thetford Mines,Quebec,46.08583,-71.30111,Asbestos,,Inactive,1879–1986,
QC-MINCAN-f4d0b621,British-Canadian,Thetford Mines ,Quebec,46.040489,-71.345136,Chrysotile,,Inactive,1881–1997,
ON-MINCAN-3c87d58e,,,Ontario,45.22467,-76.91375,Graphite,"The only large-scale graphite operation in Ontario, the Black Donald Graphite Mine was in almost continuous operation from 1895 to 1954. During a period of peak production following the First World War, it was responsible for 90% of all graphite mined in Canada.",Inactive,1885–1954,
NS-MINCAN-1e4de20a,,,Nova Scotia,45.6884605795,-64.4394732421,Coal,"Re-opening of barite mine by Nystone Chemicals, Brookfield, Nova Scotia",Inactive,1887–1961,
BC-MINCAN-7eb03bdd,Ruth-Vermont,Golden,British Columbia,50.947499,-116.97916,"Silver, Lead, Zinc, Copper, Gold, Cadmium, Tungsten",,Inactive,1891–1981,
BC-MINCAN-bdd4ec4d,silversmith,slocan,British Columbia,49.964166,-117.22472,"Silver, Lead, Zinc, Cadmium, Gold, Copper",,Inactive,1893–1965,
BC-MINCAN-442426fc,Standard or Emily Edith,,British Columbia,49.956111,-117.32055,"Silver, Zinc, Lead, Gold, Cadmium, Copper",,Inactive,1894–1969,
SK-MINCAN-5745604a,Souris Valley,Estevan ,Saskatchewan,49.0498701143493,-102.815648546219,Coal,,Inactive,1899–1983,
BC-MINCAN-87e98bfc,Mother Lode,,British Columbia,49.111944,-118.71805,"Copper, Gold, Silver",,Inactive,1900–1962,
ON-MINCAN-a2d4f50e,,Sarnia ,Ontario,42.98534,-82.40432,Salt,,Inactive,1903–1962,
ON-MINCAN-355a80fc,"Agnico-Eagle, Nipissing or O'Briens",,Ontario,47.399253,-79.667933,"Silver, Cobalt","The Nipissing Mine is an abandoned silver mine in Cobalt, Ontario, Canada, located on Nip Hill on the east side of Long Lake.[1]

It was developed in the subsequent Cobalt silver rush of 1903.[2] The original 843 acres of claims were purchased by Ellis P. Earle from the Ferland Syndicate. By 1907, it was the top producing mine in the area. The company completely surrounded Peterson and Carr lakes and occupied the east side of Cobalt Lake. At its peak, the mine had ten shafts working three veins, the Kendall, Meyer and Fourth of July. Additionally, it used hydraulics to strip the overburden and employed an aerial tramway. The last dividend was paid in 1921 however. The mine continued to operate during the 1920s by harvesting remnants and areas overlooked during the early boom years. With the onset of the Great Depression, the price of silver collapsed and the mine became uneconomic. Underground exploration and rock breaking had ceased by 1932 and further production was from various rock dumps. In 1952 the company merged with O'Brien Mines to become Nipissing-O'Brien Mines with minor operations through extraction of floors and pillars in the old workings. The resultant company would later merge into Agnico Mines which was a forerunner to Agnico-Eagle Mines of today",Inactive,1903–1964,
AB-MINCAN-9d288a42,,Crowsnest Pass,British Columbia,49.6300971208909,-114.682973514689,Coal,Company towns are an essential part of Alberta’s natural resource history. Coleman is a classic example of a town built by a corporation intent on maximizing profit that grew into a community through the hard work and initiative of the town’s residents.,Inactive,1903–1983,
BC-MINCAN-44277019,Hedley Mascot,Hedley,British Columbia,50.403055,-117.13888,"Gold, Silver, Lead",,Inactive,1903–1949; 1988–1996,
QC-MINCAN-fe6d379c,Jolichaux Division,Joliette,Quebec,46.004861,-73.4717,Lime,,Active,1904–open,
SK-MINCAN-42c1c0a7,Bienfait,Bienfait ,Saskatchewan,49.129136,-104.838257746116,Coal,"Edward Tage Mine - Estevan Coal Basin. Paleocene Ravenscrag Formation.  600,000 tonnes produced in 2011.  Surface drag-line stripping operation./// The Bienfait Mine owned by the Canadian Pacific Railway was opened for business in January 1904 per 1955 history book.",Active,1904–open,
ON-MINCAN-fa6d677d,No. l (Caledonia),,Ontario,43.0825,-79.94917,Gypsum,,Inactive,1905–1953,
ON-MINCAN-5874ef6e,,,Ontario,47.39182,-79.65594,"Silver, Cobalt",,Inactive,1906–1997,
NS-MINCAN-139e26cc,Miller Creek,Windsor ,Nova Scotia,45.013592,-64.0533440800713,Gypsum,"""Placer gold was mined intermittently from 1895 to 1940, and in the early 1980's one mining operation was active near the mouth of Miller Creek, but there are no data on production (Cobb, 1976, p. 47, [OFR 76-633]; Wilkinson, 1984)."" From https://www.mindat.org/loc-198881.html",Inactive,1908–2011,
