main_id,facility_name,facility_group_name,facility_group_id,reported_company,company_name_folder,company_id,longitude,latitude,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source_id,geometry
NL-MAIN-e09881ff,DSO (3 and 4),DSO,GRP-2a663492,Tata Steel Minerals Canada Limited,Tata Steel Minerals Canada Limited,CMP-31bb0d19,-67.081916,54.890828,Menihek,Newfoundland and Labrador,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-67.081916 54.890828)
QC-MAIN-b8c826a2,DSO (Goodwood),DSO,GRP-2a663492,Tata Steel Minerals Canada Limited,Tata Steel Minerals Canada Limited,CMP-31bb0d19,-67.34778,55.09939,Schefferville,Quebec,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-67.34778 55.09939)
BC-MAIN-bf503b6b,Highland Valley,,,Teck Resources Limited,Teck Resources Limited,CMP-06e20c6e,-121.0483,50.4855,Logan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, silver, molybdenum",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-121.0483 50.4855)
BC-MAIN-193ddddb,Schaft Creek,,,Teck Resources Limited,Teck Resources Limited,CMP-06e20c6e,-131.0,57.36667,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, molybdenum, gold, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-131 57.36667)
BC-MAIN-3bb6b7cd,Trail,,,Teck Resources Limited,Teck Resources Limited,CMP-06e20c6e,-117.7137,49.0999,,British Columbia,active_facility,,,manufacturing,"Smelter, refinery, plant",Base metals,Zinc,"Zinc, lead, bismuth, cadmium, indium, germanium, precious metals, liquid sulfur dioxide, sulfuric acid",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-117.7137 49.0999)
QC-MAIN-2587e541,Strange Lake,,,Torngat Metals Ltd.,Torngat Metals Ltd,CMP-9f678e49,-64.2,56.35,,Quebec,project_facility,Active,Advanced project,project,,,Rare earth elements,"Rare earth elements, niobium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-64.2 56.35)
BC-MAIN-23155c25,Myra Falls,,,Trafigura Mining Group,Trafigura Mining Group,CMP-05423572,-125.59,49.57,Strathcona,British Columbia,active_facility,,,mining,Underground,Base metals and precious metals,Zinc,"Zinc, copper, silver, gold, lead",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-125.59 49.57)
YT-MAIN-68c87980,Freegold Mountain,,,Triumph Gold Corp.,Triumph Gold Corp,CMP-d4dec651,-137.2,62.3,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, copper, molybdenum, tungsten",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-137.2 62.3)
QC-MAIN-b2148882,Troilus,,,Troilus Gold Corporation,Troilus Gold Corporation,CMP-1fbde0ec,-74.46,51.01,,Quebec,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-74.46 51.01)
ON-MAIN-4a6187a4,RapidSX Demonstration Plant,,,Ucore Rare Metals Inc,Ucore Rare Metals Inc,CMP-cb00fbae,-76.5,44.233334,,Ontario,project_facility,Active,Demonstration plant,project,,,Rare earth elements,Rare earth elements,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-76.5 44.233334)
SK-MAIN-9dd2b7f8,Horseshoe-Raven,,,Uranium Energy Corp,Uranium Energy Corp,CMP-172beb3d,-103.73639,58.15333,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,Uranium,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-103.73639 58.15333)
ON-MAIN-387b06fe,Welland Mill,,,Valbruna ASW Inc.,Valbruna ASW Inc,CMP-a72e0313,-79.235065,42.998265,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-79.235065 42.998265)
ON-MAIN-de2f9639,Clarabelle,Sudbury Operation,GRP-dc07540b,Vale Canada Limited,Vale,CMP-9617aef4,-81.056782,46.495822,Sudbury,Ontario,active_facility,,,mining,Concentrator,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.056782 46.495822)
ON-MAIN-6e9b2449,Coleman,Sudbury Operation,GRP-dc07540b,Vale Canada Limited,Vale,CMP-9617aef4,-81.3397,46.6771,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.3397 46.6771)
ON-MAIN-f080c409,Copper Cliff Complex,Sudbury Operation,GRP-dc07540b,Vale Canada Limited,Vale,CMP-9617aef4,-81.068205,46.491445,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.068205 46.491445)
ON-MAIN-63b394c3,Copper Cliff Complex,Sudbury Operation,GRP-dc07540b,Vale Canada Limited,Vale,CMP-9617aef4,-81.0569,46.4801,,Ontario,active_facility,,,manufacturing,"Smelter, refinery, plant",Base metals,Nickel (oxide sinter,"Nickel (oxide sinter, pellets, powder, sulfide), copper cathodes, gold, silver, selenium cake, tellurium dioxide cake, platinum group metals (in residues), liquid sulfur dioxide, sulfuric acid",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.0569 46.4801)
ON-MAIN-52224e1e,Creighton,Sudbury Operation,GRP-dc07540b,Vale Canada Limited,Vale,CMP-9617aef4,-81.1861,46.474,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.1861 46.474)
ON-MAIN-48fe2205,Garson,Sudbury Operation,GRP-dc07540b,Vale Canada Limited,Vale,CMP-9617aef4,-80.857,46.568,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-80.857 46.568)
ON-MAIN-2e13aaa0,Port Colborne,,,Vale Canada Limited,Vale,CMP-9617aef4,-79.24,42.883,,Ontario,active_facility,,,manufacturing,Refinery,Base metals,Electrolytic cobalt,"Electrolytic cobalt, platinum group metals (in residues), copper oxide",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-79.24 42.883)
MB-MAIN-e0a6250e,Thompson (T-1 and T-3),,,Vale Canada Limited,Vale,CMP-9617aef4,-97.8444,55.7152,Thompson,Manitoba,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Nickel,"Nickel, cobalt, copper, platinum group metals, gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-97.8444 55.7152)
ON-MAIN-28f3f0fc,Totten,Sudbury Operation,GRP-dc07540b,Vale Canada Limited,Vale,CMP-9617aef4,-81.454839,46.381174,Worthington,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.454839 46.381174)
NL-MAIN-d9036091,Long Harbour,,,Vale Newfoundland and Labrador Limited,Vale,CMP-9617aef4,-53.811792,47.410938,,Newfoundland and Labrador,active_facility,,,manufacturing,Refinery,Base metals,Nickel,"Nickel, copper, cobalt",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-53.811792 47.410938)
NL-MAIN-2d8801d6,Voisey’s Bay,,,Vale Newfoundland and Labrador Limited,Vale,CMP-9617aef4,-62.090855,56.331659,Voisey’s Bay,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Nickel,"Nickel, copper, cobalt",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-62.090855 56.331659)
QC-MAIN-860bbbfc,Lac Doré Vanadium,,,VanadiumCorp Resource Inc.,VanadiumCorp Resource Inc,CMP-9655934a,-73.95682,49.84573,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium, titanium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-73.95682 49.84573)
YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),,,Victoria Gold Corporation,Victoria Gold Corporation,CMP-661b40f2,-135.8456,64.0322,Mayo,Yukon,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-135.8456 64.0322)
QC-MAIN-d59f82aa,Sirmac,,,Vision Lithium Inc,Vision Lithium Inc,CMP-d62baf11,-75.47624,50.62225,,Quebec,project_facility,Active,Advanced project,project,,,Lithium,"Lithium, tantalum",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-75.47624 50.62225)
NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,,,Vital Metals Inc.,Vital Metals Inc,CMP-15da9130,-112.59972,62.11806,,Northwest Territories,project_facility,Active,Advanced project,project,,,Rare earth elements,Rare earth elements,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-112.59972 62.11806)
AB-MAIN-63f096a6,Rainbow Lake,,,Volt Lithium Corporation,Volt Lithium Corporation,CMP-b0a8e549,-119.30174,58.50664,,Alberta,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-119.30174 58.50664)
QC-MAIN-be473617,Mont Sorcier,,,Voyager Metals inc.,Voyager Metals inc,CMP-4675cb8e,-74.127578,49.918163,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-74.127578 49.918163)
ON-MAIN-3c468faa,Superior Lake,,,Waroona Energy Inc,Waroona Energy Inc,CMP-888a49ae,-87.38361,48.9775,,Ontario,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, gold, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-87.38361 48.9775)
ON-MAIN-cb85213a,Eagle River,,,Wesdome Gold Mines Ltd.,Wesdome Gold Mines Ltd,CMP-3d2c4955,-85.4619,47.9861,Wawa,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-85.4619 47.9861)
QC-MAIN-9de9bb0d,Kiena,,,Wesdome Gold Mines Ltd.,Wesdome Gold Mines Ltd,CMP-3d2c4955,-77.91,48.12,Val-d’Or,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-77.91 48.12)
ON-MAIN-c5fefb01,Mishi,,,Wesdome Gold Mines Ltd.,Wesdome Gold Mines Ltd,CMP-3d2c4955,-85.4525,48.11028,Wawa,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-85.4525 48.11028)
BC-MAIN-feb13c30,Record Ridge,,,West High Yield Resources Ltd.,West High Yield Resources Ltd,CMP-1023f9c0,-117.884,49.082,,British Columbia,project_facility,Active,Advanced project,project,,,Magnesium,Magnesium,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-117.884 49.082)
YT-MAIN-5e0d8b48,Casino,,,Western Copper and Gold Corporation,Western Copper and Gold Corporation,CMP-2dac9896,-138.83333,62.73333,,Yukon,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-138.83333 62.73333)
ON-MAIN-12c68d49,Eagle's Nest,,,Wyloo,Wyloo,CMP-65b36728,-86.3038,52.74202,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, gold, platinum, palladium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-86.3038 52.74202)
BC-MAIN-891d3cb5,Akie,,,ZincX Resources Corp.,ZincX Resources Corp,CMP-3416049b,-124.86599,57.38088,,British Columbia,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-124.86599 57.38088)
