row_id,main_id,name,indicator,value,year,scenario,source_id,geometry
water_risk-68c87980-2030-opt-3,YT-MAIN-68c87980,Freegold Mountain,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-bau-1,YT-MAIN-68c87980,Freegold Mountain,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-bau-2,YT-MAIN-68c87980,Freegold Mountain,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-bau-3,YT-MAIN-68c87980,Freegold Mountain,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-pes-1,YT-MAIN-68c87980,Freegold Mountain,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-pes-2,YT-MAIN-68c87980,Freegold Mountain,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-pes-3,YT-MAIN-68c87980,Freegold Mountain,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-opt-1,YT-MAIN-68c87980,Freegold Mountain,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-opt-2,YT-MAIN-68c87980,Freegold Mountain,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2050-opt-3,YT-MAIN-68c87980,Freegold Mountain,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-bau-1,YT-MAIN-68c87980,Freegold Mountain,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-bau-2,YT-MAIN-68c87980,Freegold Mountain,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-bau-3,YT-MAIN-68c87980,Freegold Mountain,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-pes-1,YT-MAIN-68c87980,Freegold Mountain,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-pes-2,YT-MAIN-68c87980,Freegold Mountain,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-pes-3,YT-MAIN-68c87980,Freegold Mountain,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-opt-1,YT-MAIN-68c87980,Freegold Mountain,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-opt-2,YT-MAIN-68c87980,Freegold Mountain,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-68c87980-2080-opt-3,YT-MAIN-68c87980,Freegold Mountain,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-137.2 62.3)
water_risk-b2148882-2020-baseline-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2020-baseline-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2020-baseline-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2020-baseline-4,QC-MAIN-b2148882,Troilus,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2020-baseline-5,QC-MAIN-b2148882,Troilus,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-bau-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-bau-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-bau-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-pes-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-pes-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-pes-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-opt-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-opt-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2030-opt-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-bau-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-bau-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-bau-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-pes-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-pes-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-pes-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-opt-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-opt-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2050-opt-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-bau-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-bau-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-bau-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-pes-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-pes-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-pes-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-opt-1,QC-MAIN-b2148882,Troilus,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-opt-2,QC-MAIN-b2148882,Troilus,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-b2148882-2080-opt-3,QC-MAIN-b2148882,Troilus,Interannual Variability Label,Low (<0.25),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-74.46 51.01)
water_risk-4a6187a4-2020-baseline-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2020-baseline-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2020-baseline-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2020-baseline-4,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2020-baseline-5,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Coastal Eutrophication Potential Label,High (1 to 5),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-bau-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-bau-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-bau-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Medium - High (0.50-0.75),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-pes-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-pes-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-pes-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-opt-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-opt-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2030-opt-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Medium - High (0.50-0.75),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-bau-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-bau-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-bau-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Medium - High (0.50-0.75),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-pes-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-pes-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-pes-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Medium - High (0.50-0.75),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-opt-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-opt-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2050-opt-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Medium - High (0.50-0.75),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-bau-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-bau-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-bau-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Medium - High (0.50-0.75),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-pes-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-pes-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-pes-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Medium - High (0.50-0.75),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-opt-1,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-opt-2,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-4a6187a4-2080-opt-3,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-76.5 44.233334)
water_risk-9dd2b7f8-2020-baseline-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2020-baseline-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2020-baseline-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2020-baseline-4,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2020-baseline-5,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-bau-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-bau-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-bau-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-pes-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-pes-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-pes-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-opt-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-opt-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2030-opt-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-bau-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-bau-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-bau-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-pes-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-pes-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-pes-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-opt-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-opt-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2050-opt-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-bau-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-bau-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-bau-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-pes-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-pes-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-pes-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-opt-1,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-opt-2,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-9dd2b7f8-2080-opt-3,SK-MAIN-9dd2b7f8,Horseshoe-Raven,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-103.73639 58.15333)
water_risk-387b06fe-2020-baseline-1,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,No Data,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2020-baseline-2,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,No Data,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2020-baseline-3,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,No Data,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2020-baseline-4,ON-MAIN-387b06fe,Welland Mill,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2020-baseline-5,ON-MAIN-387b06fe,Welland Mill,Coastal Eutrophication Potential Label,No Data,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2030-bau-1,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,High (40-80%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2030-bau-2,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2030-bau-3,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2030-pes-1,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2030-pes-2,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2030-pes-3,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
water_risk-387b06fe-2030-opt-1,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.235065 42.998265)
