substance_id,substance_type,substance_subtype,substance_name,ecoinvent_alias
SUBfd783d23ba,Water releases,Total,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUBe5a00655b9,Water releases,Total,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUBf2d315f80a,Water releases,Total,Chrysene,-
SUB7419b8ef77,Water releases,Total,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUBd4c39e51fd,Water releases,Total,Hexavalent chromium (and its compounds),Chromium VI
SUB43ed0c21cf,Water releases,Total,Phenol (and its salts),Phenol
SUB3e680cff7e,Water releases,Total,Benzo[j]fluoranthene,-
SUB4a26c2843e,Water releases,Total,"Dibenzo[a,i]pyrene",-
SUB1bae5e9819,Water releases,Total,Acenaphthene,Acenaphthene
SUB6adb328a28,Water releases,Total,Acenaphthylene,Acenaphthylene
SUB9e0e3d5658,Water releases,Total,Anthracene,Anthracene
SUBaa81841558,Water releases,Total,Benzo[e]pyrene,-
SUB3cfda59c55,Water releases,Total,Benzo[ghi]perylene,Benzo(ghi)perylene
SUB349e4213b6,Water releases,Total,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB64dcfac189,Water releases,Total,Fluoranthene,Fluoranthene
SUB2600943fe8,Water releases,Total,Fluorene,Fluorene
SUB7546db2cd3,Water releases,Total,Perylene,-
SUB6d0ae3a429,Water releases,Total,Phenanthrene,Phenanthrene
SUB18e3d0fb53,Water releases,Total,Pyrene,Pyrene
SUBf06eb62fe3,Water releases,Total,Calcium fluoride,-
SUBf6d48410f7,Water releases,Receiving Waterbody (English),Benzene,Benzene
SUB6586eafd4e,Water releases,Receiving Waterbody (English),Benzo[a]pyrene,Benzo(a)pyrene
SUB0bc671af06,Water releases,Receiving Waterbody (English),Naphthalene,Naphtalene
SUBcae548a714,Water releases,Receiving Waterbody (English),Speciated VOC - Benzene,
SUB3c47943ece,Water releases,Receiving Waterbody (English),Benz[a]anthracene,Benz(a)anthracene
SUBdc999b9824,Water releases,Receiving Waterbody (English),Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB1551ad01fe,Water releases,Receiving Waterbody (English),Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUB0662af04da,Water releases,Receiving Waterbody (English),Chrysene,-
SUB7c90ada7c7,Water releases,Receiving Waterbody (English),"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUBb8f2c54990,Water releases,Receiving Waterbody (English),Hexavalent chromium (and its compounds),Chromium VI
SUB7d59c9529d,Water releases,Receiving Waterbody (English),Phenol (and its salts),Phenol
SUB1a0b89675f,Water releases,Receiving Waterbody (English),Benzo[j]fluoranthene,-
SUBaf49940fd0,Water releases,Receiving Waterbody (English),"Dibenzo[a,i]pyrene",-
SUBde917afd81,Water releases,Receiving Waterbody (English),Acenaphthene,Acenaphthene
SUB81f471c326,Water releases,Receiving Waterbody (English),Acenaphthylene,Acenaphthylene
SUB196022f3c5,Water releases,Receiving Waterbody (English),Anthracene,Anthracene
SUB3047571ee9,Water releases,Receiving Waterbody (English),Benzo[e]pyrene,-
SUBca1d0c48b7,Water releases,Receiving Waterbody (English),Benzo[ghi]perylene,Benzo(ghi)perylene
SUB1ba7d3de3d,Water releases,Receiving Waterbody (English),"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB262f72873b,Water releases,Receiving Waterbody (English),Fluoranthene,Fluoranthene
SUBe717edde5b,Water releases,Receiving Waterbody (English),Fluorene,Fluorene
SUBb51b4fce92,Water releases,Receiving Waterbody (English),Perylene,-
SUB0e4c79ea4b,Water releases,Receiving Waterbody (English),Phenanthrene,Phenanthrene
SUBe484cbca4e,Water releases,Receiving Waterbody (English),Pyrene,Pyrene
SUBef4c7d3ca4,Water releases,Receiving Waterbody (English),Calcium fluoride,-
SUB4f25443f38,Water releases,Receiving Waterbody (French),Benzene,Benzene
SUB631ccde289,Water releases,Receiving Waterbody (French),Benzo[a]pyrene,Benzo(a)pyrene
SUBa3c90f00a5,Water releases,Receiving Waterbody (French),Naphthalene,Naphtalene
SUBbf9034510f,Water releases,Receiving Waterbody (French),Speciated VOC - Benzene,
SUB31b2042bb9,Water releases,Receiving Waterbody (French),Benz[a]anthracene,Benz(a)anthracene
SUBeaa20ad139,Water releases,Receiving Waterbody (French),Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB8da02086c5,Water releases,Receiving Waterbody (French),Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUB1ce7556a30,Water releases,Receiving Waterbody (French),Chrysene,-
SUBa1b7d42ad6,Water releases,Receiving Waterbody (French),"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB73f6d416fe,Water releases,Receiving Waterbody (French),Hexavalent chromium (and its compounds),Chromium VI
SUB881be1c606,Water releases,Receiving Waterbody (French),Phenol (and its salts),Phenol
SUBd67b137f5e,Water releases,Receiving Waterbody (French),Benzo[j]fluoranthene,-
SUB74df32cb32,Water releases,Receiving Waterbody (French),"Dibenzo[a,i]pyrene",-
SUBce2a5bffd8,Water releases,Receiving Waterbody (French),Acenaphthene,Acenaphthene
SUBaa3bab32a7,Water releases,Receiving Waterbody (French),Acenaphthylene,Acenaphthylene
SUB21809122a5,Water releases,Receiving Waterbody (French),Anthracene,Anthracene
SUB6d22d21d3c,Water releases,Receiving Waterbody (French),Benzo[e]pyrene,-
SUB29ddae81b1,Water releases,Receiving Waterbody (French),Benzo[ghi]perylene,Benzo(ghi)perylene
SUB51f4cab625,Water releases,Receiving Waterbody (French),"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUBa0f79bd744,Water releases,Receiving Waterbody (French),Fluoranthene,Fluoranthene
SUBce869ffeff,Water releases,Receiving Waterbody (French),Fluorene,Fluorene
SUBe2f8e1b153,Water releases,Receiving Waterbody (French),Perylene,-
SUB1489f9c07a,Water releases,Receiving Waterbody (French),Phenanthrene,Phenanthrene
SUB16e3111657,Water releases,Receiving Waterbody (French),Pyrene,Pyrene
SUB676613b182,Water releases,Receiving Waterbody (French),Calcium fluoride,-
SUBbbf5ddca33,Land releases,Spills,Zinc (and its compounds),Zinc
SUBeec45b4d8c,Land releases,Spills,Ammonia (total),Ammonia
SUB81272baa94,Land releases,Spills,Sulphuric acid,Sulfuric acid
SUB44e54e7774,Land releases,Total,Sulphuric acid,Sulfuric acid
SUBd216b557da,Total releases,Total Releases (Excluding Road Dust),Benzo[e]pyrene,-
SUB3c01c90b54,Total releases,Total Releases (Excluding Road Dust),Calcium fluoride,-
SUBb483822bcc,Total releases,Total Releases (Excluding Road Dust),"Dibenz[a,h]acridine",-
SUBa3d4aa8e72,Total releases,Total Releases (Excluding Road Dust),"Dibenz[a,j]acridine",-
SUBfb3c671bc4,Total releases,Total Releases (Excluding Road Dust),Ethylbenzene,"Benzene, ethyl-"
SUB51f50c37d9,Total releases,Total Releases (Excluding Road Dust),Ethylene,Ethene
SUB49aea44fb4,Total releases,Total Releases (Excluding Road Dust),Isopropyl alcohol,2-Propanol
SUBf846172117,Total releases,Total Releases (Excluding Road Dust),Hexavalent chromium (and its compounds),Chromium VI
SUB871993c3b5,Total releases,Total Releases (Excluding Road Dust),Benzo[j]fluoranthene,-
SUB89935fd7c1,Total releases,Total Releases (Excluding Road Dust),Carbonyl sulphide,-
SUB5f20034411,Total releases,Total Releases (Excluding Road Dust),Chrysene,-
SUB532c9d8621,Total releases,Total Releases (Excluding Road Dust),"Dibenzo[a,e]fluoranthene",-
SUB1fafa55abc,Total releases,Total Releases (Excluding Road Dust),"Dibenzo[a,e]pyrene",-
SUB283d2ebb85,Total releases,Total Releases (Excluding Road Dust),"Dibenzo[a,i]pyrene",-
SUB992403bbfb,Total releases,Total Releases (Excluding Road Dust),Perylene,-
SUBfecbb36ed6,Total releases,Total Releases (Excluding Road Dust),"1,2,4-Trimethylbenzene",-
SUB4af2109199,Total releases,Total Releases (Excluding Road Dust),2-Butoxyethanol,-
SUB58a25f3986,Total releases,Total Releases (Excluding Road Dust),Methyl ethyl ketone,Methyl ethyl ketone
SUBc11863a48e,Total releases,Total Releases (Excluding Road Dust),Methyl isobutyl ketone,4-Methyl-2-pentanone
SUBb762fef420,Total releases,Total Releases (Excluding Road Dust),"7,12-Dimethylbenz[a]anthracene",-
SUB8d0454f2ec,Total releases,Total Releases (Excluding Road Dust),"7H-Dibenzo[c,g]carbazole",-
SUB8c63a76311,Total releases,Total Releases (Excluding Road Dust),Phenol (and its salts),Phenol
SUBeb1e6614df,Total releases,Total Releases (Excluding Road Dust),Styrene,Styrene
SUB707d4b7f8f,Total releases,Total Releases (Excluding Road Dust),Nonylphenol and its ethoxylates,-
SUB490cd1a57a,Total releases,Total Releases (Excluding Road Dust),Aluminum oxide (fibrous forms only),Aluminium
SUB407deb5311,Total releases,Total Releases (Excluding Road Dust),Cumene,Cumene
SUB025f7cc289,Total releases,Total Releases (Excluding Road Dust),Trichloroethylene,"Ethene, trichloro-"
SUBf88bba637e,Total releases,Total Releases (Excluding Road Dust),Bisphenol A,Bisphenol A
SUBac25e560e0,Total releases,Total Releases (Excluding Road Dust),n-Hexane,Hexane
SUB96520e930a,Total releases,Total Releases (Excluding Road Dust),Methylenebis(phenylisocyanate),-
SUBa43e33e8e3,Total releases,Total Releases (Excluding Road Dust),Polymeric diphenylmethane diisocyanate,-
SUBa584c9d8ba,Total releases,Total Releases (Excluding Road Dust),"Cresol (all isomers, and their salts)",-
SUB9054908380,Total releases,Total Releases (Excluding Road Dust),N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUB9464532584,Total releases,Total Releases (Excluding Road Dust),Molybdenum trioxide,-
SUBacfb9fe6a3,Total releases,Total Releases (Excluding Road Dust),"Dibenzo[a,h]pyrene",-
SUB3b4e319c94,Total releases,Total Releases Including Road Dust,Benzo[e]pyrene,-
SUB039e047263,Total releases,Total Releases Including Road Dust,Calcium fluoride,-
SUB57f396550d,Total releases,Total Releases Including Road Dust,"Dibenz[a,h]acridine",-
SUB155afe294b,Total releases,Total Releases Including Road Dust,"Dibenz[a,j]acridine",-
SUB3ad2b87fac,Total releases,Total Releases Including Road Dust,Ethylbenzene,"Benzene, ethyl-"
SUBb428a4ca40,Total releases,Total Releases Including Road Dust,Ethylene,Ethene
SUB422df443ae,Total releases,Total Releases Including Road Dust,Isopropyl alcohol,2-Propanol
SUB36ea4815d9,Total releases,Total Releases Including Road Dust,Hexavalent chromium (and its compounds),Chromium VI
SUB65cf7e1f3d,Total releases,Total Releases Including Road Dust,Benzo[j]fluoranthene,-
SUBac3317f370,Total releases,Total Releases Including Road Dust,Carbonyl sulphide,-
SUB0f2f7cc3ed,Total releases,Total Releases Including Road Dust,Chrysene,-
SUB9326a75b00,Total releases,Total Releases Including Road Dust,"Dibenzo[a,e]fluoranthene",-
SUB9686870c86,Total releases,Total Releases Including Road Dust,"Dibenzo[a,e]pyrene",-
SUB1385a16699,Total releases,Total Releases Including Road Dust,"Dibenzo[a,i]pyrene",-
SUBba86695e50,Total releases,Total Releases Including Road Dust,Perylene,-
SUB6bd1e03fd7,Total releases,Total Releases Including Road Dust,"1,2,4-Trimethylbenzene",-
SUBd6e201fb7b,Total releases,Total Releases Including Road Dust,2-Butoxyethanol,-
SUB1a7715eaa2,Total releases,Total Releases Including Road Dust,Methyl ethyl ketone,Methyl ethyl ketone
SUBf163b7a467,Total releases,Total Releases Including Road Dust,Methyl isobutyl ketone,4-Methyl-2-pentanone
SUBaf5529a48c,Total releases,Total Releases Including Road Dust,"7,12-Dimethylbenz[a]anthracene",-
SUBc1848e1a32,Total releases,Total Releases Including Road Dust,"7H-Dibenzo[c,g]carbazole",-
SUB3789b56a74,Total releases,Total Releases Including Road Dust,Phenol (and its salts),Phenol
SUB4e00c703e2,Total releases,Total Releases Including Road Dust,Styrene,Styrene
SUBb34e58fd1c,Total releases,Total Releases Including Road Dust,Nonylphenol and its ethoxylates,-
SUB914fa27eaa,Total releases,Total Releases Including Road Dust,Aluminum oxide (fibrous forms only),Aluminium
SUB6d8b9577ab,Total releases,Total Releases Including Road Dust,Cumene,Cumene
SUB1ad7ef3510,Total releases,Total Releases Including Road Dust,Trichloroethylene,"Ethene, trichloro-"
SUB3807620d64,Total releases,Total Releases Including Road Dust,Bisphenol A,Bisphenol A
SUBd16d2c7ed2,Total releases,Total Releases Including Road Dust,n-Hexane,Hexane
SUBf17e4ec22c,Total releases,Total Releases Including Road Dust,Methylenebis(phenylisocyanate),-
SUB7ec3ac0896,Total releases,Total Releases Including Road Dust,Polymeric diphenylmethane diisocyanate,-
SUBf0aa6eff9d,Total releases,Total Releases Including Road Dust,"Cresol (all isomers, and their salts)",-
SUB0ca0195291,Total releases,Total Releases Including Road Dust,N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUBc92616009d,Total releases,Total Releases Including Road Dust,Molybdenum trioxide,-
SUB2a314afe06,Total releases,Total Releases Including Road Dust,"Dibenzo[a,h]pyrene",-
SUB839863ddcc,On_site_disposal,Land Fill,Aluminum (fume or dust only),Aluminium
SUBfafbe6e2b1,On_site_disposal,Land Fill,Arsenic (and its compounds),Arsenic
SUB2ddba877da,On_site_disposal,Land Fill,Cadmium (and its compounds),Cadmium
SUB925c6d0749,On_site_disposal,Land Fill,Calcium fluoride,-
SUBb5f298b587,On_site_disposal,Land Fill,Dioxins and furans - total,-
SUB76de082110,On_site_disposal,Land Fill,Lead (and its compounds),Lead
SUB34feb3c02f,On_site_disposal,Land Fill,Manganese (and its compounds),Manganese
SUBea854402e9,On_site_disposal,Land Fill,Mercury (and its compounds),Mercury
SUBe75ccff701,On_site_disposal,Land Fill,Selenium (and its compounds),Selenium
SUBe8e5175bd5,On_site_disposal,Land Fill,Zinc (and its compounds),Zinc
SUB77b47c6dd3,On_site_disposal,Land Fill,Hexachlorobenzene,"Benzene, hexachloro-"
SUBeef66ef1b2,On_site_disposal,Land Fill,Nickel (and its compounds),"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground"
SUBb58bf01618,On_site_disposal,Land Fill,Phosphorus (total),Phosphorus
SUB51eb385cfe,On_site_disposal,Land Fill,Cobalt (and its compounds),Cobalt
SUB26455c46cb,On_site_disposal,Land Fill,Vanadium (and its compounds),Vanadium
SUBbd334e972c,On_site_disposal,Land Fill,Hexavalent chromium (and its compounds),Chromium VI
SUB42cbf5d873,On_site_disposal,Land Fill,Asbestos (friable form only),-
SUB95c3c9c12d,On_site_disposal,Land Treatment,Ammonia (total),Ammonia
SUB6d30c0ba94,On_site_disposal,Total On-Site,Aluminum (fume or dust only),Aluminium
SUBcc91c062eb,On_site_disposal,Total On-Site,Calcium fluoride,-
SUBd7c50778f8,On_site_disposal,Total On-Site,Dioxins and furans - total,-
SUB316e86373e,On_site_disposal,Total On-Site,Hexachlorobenzene,"Benzene, hexachloro-"
SUB5922cf9d8f,On_site_disposal,Total On-Site,Hexavalent chromium (and its compounds),Chromium VI
SUB941beacbd8,On_site_disposal,Total On-Site,Asbestos (friable form only),-
SUB055b6b1dd7,Off_site_disposal,Land Fill,Antimony (and its compounds),Antimony
SUB861147ea36,Off_site_disposal,Land Fill,Calcium fluoride,-
SUBb83e06e180,Off_site_disposal,Land Fill,Chromium (and its compounds),Chromium
SUB385d4173e3,Off_site_disposal,Land Fill,Dioxins and furans - total,-
SUB5a8dc9907b,Off_site_disposal,Land Fill,Hexachlorobenzene,"Benzene, hexachloro-"
SUBa1b30a11b5,Off_site_disposal,Land Fill,Hexavalent chromium (and its compounds),Chromium VI
SUB2c76a9d3f1,Off_site_disposal,Land Fill,Anthracene,Anthracene
SUBd489356c3b,Off_site_disposal,Land Fill,Benz[a]anthracene,Benz(a)anthracene
SUBee974a0007,Off_site_disposal,Land Fill,Benzene,Benzene
SUB34b734c980,Off_site_disposal,Land Fill,Benzo[a]pyrene,Benzo(a)pyrene
SUBbeaf1d62b9,Off_site_disposal,Land Fill,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUBfc9e4d9d99,Off_site_disposal,Land Fill,Benzo[e]pyrene,-
SUB449e5c5195,Off_site_disposal,Land Fill,Benzo[ghi]perylene,Benzo(ghi)perylene
SUBb48fb65f03,Off_site_disposal,Land Fill,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUB252c1b10b1,Off_site_disposal,Land Fill,Chrysene,-
SUB7965bf372f,Off_site_disposal,Land Fill,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB2ee8a305cb,Off_site_disposal,Land Fill,Fluoranthene,Fluoranthene
SUBd617f5cc54,Off_site_disposal,Land Fill,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUBaea1e4c3f0,Off_site_disposal,Land Fill,Naphthalene,Naphtalene
SUB2d5a62af3b,Off_site_disposal,Land Fill,Phenanthrene,Phenanthrene
SUB1db4c5da2e,Off_site_disposal,Land Fill,Phosphorus (total),Phosphorus
SUBa04d607802,Off_site_disposal,Land Fill,Pyrene,Pyrene
SUB2d13b7eacd,Off_site_disposal,Land Fill,Toluene,Toluene
SUB701fd9b00b,Off_site_disposal,Land Fill,Aluminum (fume or dust only),Aluminium
SUBee0ee83629,Off_site_disposal,Land Fill,Nonylphenol and its ethoxylates,-
SUBee78613b98,Off_site_disposal,Land Fill,Acenaphthylene,Acenaphthylene
SUB689a2d2da5,Off_site_disposal,Land Fill,Fluorene,Fluorene
SUBa3908522c4,Off_site_disposal,Land Fill,Quinoline,-
SUBf05b594b3a,Off_site_disposal,Land Fill,Silver (and its compounds),Silver
SUBee1f665b5b,Off_site_disposal,Land Fill,Sodium fluoride,-
SUB8a12cacdd4,Off_site_disposal,Land Fill,Asbestos (friable form only),-
SUBea87a8e732,Off_site_disposal,Land Fill,Ammonia (total),Ammonia
SUBfcced49430,Off_site_disposal,Land Fill,Benzo[j]fluoranthene,-
SUBc15f5ea916,Off_site_disposal,Land Fill,"Dibenzo[a,i]pyrene",-
SUBe329cc8c01,Off_site_disposal,Land Fill,Perylene,-
SUB1c0cd963f5,Off_site_disposal,Land Fill,Xylene (all isomers),Xylene
SUB9e13eda588,Off_site_disposal,Land Fill,Sulphuric acid,Sulfuric acid
SUB1264dd05ec,Off_site_disposal,Land Fill,Hydrochloric acid,-
SUB93b55b2fdf,Off_site_disposal,Underground Injection,Ammonia (total),Ammonia
SUB9b023820a3,Off_site_disposal,Underground Injection,Cobalt (and its compounds),Cobalt
SUB1be40f8921,Off_site_disposal,Underground Injection,Zinc (and its compounds),Zinc
SUBf9019ca19c,Off_site_disposal,Underground Injection,Arsenic (and its compounds),Arsenic
SUB87747f88ac,Off_site_disposal,Underground Injection,Copper (and its compounds),Copper
SUB20c45c4d5c,Off_site_disposal,Underground Injection,Lead (and its compounds),Lead
SUB33ac95b589,Off_site_disposal,Underground Injection,Selenium (and its compounds),Selenium
SUB63eccd77f8,Off_site_disposal,Storage,Lead (and its compounds),Lead
SUB1df0c538c8,Off_site_disposal,Storage,Manganese (and its compounds),Manganese
SUB6514f36be9,Off_site_disposal,Storage,Methylenebis(phenylisocyanate),-
SUBb815f9acf9,Off_site_disposal,Storage,Polymeric diphenylmethane diisocyanate,-
SUBf9757987ca,Off_site_disposal,Tailings,Mercury (and its compounds),Mercury
SUBbc4b4a4331,Off_site_disposal,Tailings,Phosphorus (total),Phosphorus
SUB5de95a1065,Off_site_disposal,Tailings,Selenium (and its compounds),Selenium
SUB291d4f339b,Off_site_disposal,Total Off-Site,Antimony (and its compounds),Antimony
SUB1975a83ffc,Off_site_disposal,Total Off-Site,Calcium fluoride,-
SUB14b7e6f367,Off_site_disposal,Total Off-Site,Hexachlorobenzene,"Benzene, hexachloro-"
SUB04fa8ebfcc,Off_site_disposal,Total Off-Site,Hexavalent chromium (and its compounds),Chromium VI
SUB365ecd9386,Off_site_disposal,Total Off-Site,Anthracene,Anthracene
SUB925190dd34,Off_site_disposal,Total Off-Site,Benz[a]anthracene,Benz(a)anthracene
SUB8b3c942ba6,Off_site_disposal,Total Off-Site,Benzene,Benzene
SUB569852573f,Off_site_disposal,Total Off-Site,Benzo[a]pyrene,Benzo(a)pyrene
SUB5ab298cec5,Off_site_disposal,Total Off-Site,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB3790ba1749,Off_site_disposal,Total Off-Site,Benzo[e]pyrene,-
SUB1406821f45,Off_site_disposal,Total Off-Site,Benzo[ghi]perylene,Benzo(ghi)perylene
SUBc1a9580aea,Off_site_disposal,Total Off-Site,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUB09deb428ce,Off_site_disposal,Total Off-Site,Chrysene,-
SUBbdbb580f0d,Off_site_disposal,Total Off-Site,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB0a0124f5f7,Off_site_disposal,Total Off-Site,Fluoranthene,Fluoranthene
SUB8abdc52e00,Off_site_disposal,Total Off-Site,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB709ebdd809,Off_site_disposal,Total Off-Site,Naphthalene,Naphtalene
SUBfe105b2f18,Off_site_disposal,Total Off-Site,Phenanthrene,Phenanthrene
SUB42f991ee27,Off_site_disposal,Total Off-Site,Phosphorus (total),Phosphorus
SUB8bb68a4997,Off_site_disposal,Total Off-Site,Pyrene,Pyrene
SUBf050c80a9a,Off_site_disposal,Total Off-Site,Toluene,Toluene
SUB14cdc2c307,Off_site_disposal,Total Off-Site,Aluminum (fume or dust only),Aluminium
SUB76983b8bc1,Off_site_disposal,Total Off-Site,Nonylphenol and its ethoxylates,-
SUB3d305260f7,Off_site_disposal,Total Off-Site,Acenaphthylene,Acenaphthylene
SUBb654e7747a,Off_site_disposal,Total Off-Site,Fluorene,Fluorene
SUB6952f11501,Off_site_disposal,Total Off-Site,Quinoline,-
SUB70ae830303,Off_site_disposal,Total Off-Site,Silver (and its compounds),Silver
SUBb35785f7f5,Off_site_disposal,Total Off-Site,Methylenebis(phenylisocyanate),-
SUB4c709a42bd,Off_site_disposal,Total Off-Site,Polymeric diphenylmethane diisocyanate,-
SUB3f22513d74,Off_site_disposal,Total Off-Site,Sodium fluoride,-
SUB1bd93d2f70,Off_site_disposal,Total Off-Site,Asbestos (friable form only),-
SUB3aeaa2a0fb,Off_site_disposal,Total Off-Site,Ammonia (total),Ammonia
SUB3d94673d89,Off_site_disposal,Total Off-Site,Benzo[j]fluoranthene,-
SUB76eb665a47,Off_site_disposal,Total Off-Site,"Dibenzo[a,i]pyrene",-
SUB108bbf02f7,Off_site_disposal,Total Off-Site,Perylene,-
SUBafcb3344f5,Off_site_disposal,Total Off-Site,Xylene (all isomers),Xylene
SUB53da2859d4,Off_site_disposal,Total Off-Site,Sulphuric acid,Sulfuric acid
SUB4adcebf669,Off_site_disposal,Total Off-Site,Hydrochloric acid,-
SUBc235cbae36,Transfers for Treatment,Physical Treatment,Hydrochloric acid,-
SUB6e839995db,Transfers for Treatment,Physical Treatment,Lead (and its compounds),Lead
SUB61784a0a74,Transfers for Treatment,Physical Treatment,Manganese (and its compounds),Manganese
SUB10608f7ffa,Transfers for Treatment,Physical Treatment,Zinc (and its compounds),Zinc
SUB69cd1594be,Transfers for Treatment,Physical Treatment,Copper (and its compounds),Copper
SUBedbef5c389,Transfers for Treatment,Physical Treatment,Toluene,Toluene
SUB2de2c541db,Transfers for Treatment,Physical Treatment,Xylene (all isomers),Xylene
SUB153e986369,Transfers for Treatment,Physical Treatment,Phosphorus (total),Phosphorus
SUB299096ec26,Transfers for Treatment,Physical Treatment,Sulphuric acid,Sulfuric acid
SUBbd7d4e19bc,Transfers for Treatment,Physical Treatment,Arsenic (and its compounds),Arsenic
SUB09dc873963,Transfers for Treatment,Physical Treatment,Cadmium (and its compounds),Cadmium
SUBed9b191f91,Transfers for Treatment,Physical Treatment,Mercury (and its compounds),Mercury
SUB4b75a59eb9,Transfers for Treatment,Physical Treatment,Selenium (and its compounds),Selenium
SUB3e2f6eb7b7,Transfers for Treatment,Chemical Treatment,Antimony (and its compounds),Antimony
SUB19dd153eb9,Transfers for Treatment,Chemical Treatment,Arsenic (and its compounds),Arsenic
SUB1ba8c1796b,Transfers for Treatment,Chemical Treatment,Cadmium (and its compounds),Cadmium
SUB3d8ec5f75c,Transfers for Treatment,Chemical Treatment,Copper (and its compounds),Copper
SUBe4aa0b785c,Transfers for Treatment,Chemical Treatment,Lead (and its compounds),Lead
SUB9ed3fcfed7,Transfers for Treatment,Chemical Treatment,Selenium (and its compounds),Selenium
SUB3f23240bec,Transfers for Treatment,Chemical Treatment,Zinc (and its compounds),Zinc
SUB64afc5a59f,Transfers for Treatment,Chemical Treatment,Sulphuric acid,Sulfuric acid
SUB355ebda5ea,Transfers for Treatment,Chemical Treatment,Calcium fluoride,-
SUBe3effcd2bb,Transfers for Treatment,Chemical Treatment,Hexavalent chromium (and its compounds),Chromium VI
SUB536d48a5ec,Transfers for Treatment,Chemical Treatment,Anthracene,Anthracene
SUBcfe65ec317,Transfers for Treatment,Chemical Treatment,Benzo[a]pyrene,Benzo(a)pyrene
SUB1477e1e081,Transfers for Treatment,Chemical Treatment,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB5be1717694,Transfers for Treatment,Chemical Treatment,Benzo[ghi]perylene,Benzo(ghi)perylene
SUB7c24963048,Transfers for Treatment,Chemical Treatment,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUBb5d51e7543,Transfers for Treatment,Chemical Treatment,Chromium (and its compounds),Chromium
SUB633908804a,Transfers for Treatment,Chemical Treatment,Chrysene,-
SUB1994780a5a,Transfers for Treatment,Chemical Treatment,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB72c58d802f,Transfers for Treatment,Chemical Treatment,Fluoranthene,Fluoranthene
SUB8fcdebeba8,Transfers for Treatment,Chemical Treatment,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB340e57c14d,Transfers for Treatment,Chemical Treatment,Manganese (and its compounds),Manganese
SUB40f22881d9,Transfers for Treatment,Chemical Treatment,Naphthalene,Naphtalene
SUBef90598fea,Transfers for Treatment,Chemical Treatment,Phenanthrene,Phenanthrene
SUB9898eaba84,Transfers for Treatment,Chemical Treatment,Phosphorus (total),Phosphorus
SUBaa60eb316c,Transfers for Treatment,Chemical Treatment,Pyrene,Pyrene
SUB91b3c4e7a5,Transfers for Treatment,Chemical Treatment,Toluene,Toluene
SUBf05169d0b1,Transfers for Treatment,Chemical Treatment,Vanadium (and its compounds),Vanadium
SUB1c9a6efc05,Transfers for Treatment,Chemical Treatment,Hydrochloric acid,-
SUB9ba8d64604,Transfers for Treatment,Chemical Treatment,"1,2,4-Trimethylbenzene",-
SUBc368045d57,Transfers for Treatment,Chemical Treatment,"Cresol (all isomers, and their salts)",-
SUB01cd28b452,Transfers for Treatment,Chemical Treatment,N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUB083d486f90,Transfers for Treatment,Chemical Treatment,Phenol (and its salts),Phenol
SUBd71008c902,Transfers for Treatment,Chemical Treatment,Xylene (all isomers),Xylene
SUB06008aef2c,Transfers for Treatment,Chemical Treatment,Dioxins and furans - total,-
SUB4b86350f61,Transfers for Treatment,Chemical Treatment,Mercury (and its compounds),Mercury
SUBc34f3d9912,Transfers for Treatment,Chemical Treatment,Nickel (and its compounds),"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground"
SUBabaa4b44b4,Transfers for Treatment,Chemical Treatment,Aluminum (fume or dust only),Aluminium
SUB49f0afe790,Transfers for Treatment,Chemical Treatment,Cobalt (and its compounds),Cobalt
