x,y,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code,country_iso3_code,erml_commodity,concat_figure_notes_text,year,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity
-119.677633,59.205383999999995,Production of iron ore,71,tonnes (metric),Production,iron ore,,Canada,,,CA,Iron and steel,g,CAN,Iron ore,Including by-product iron ore.,2017-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,69,51836000
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Platinum,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|Wherever possible, figures relate to quantities of platinum group metals thought to be recovered from ores originating in the country stated",CA,Platinum group metals,*,CAN,"Platinum group metals (mine production, metal content)",Estimates.,2017-01-01,-119.677633,Ores and concentates (Platinum content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum,113,9800
-119.677633,59.205383999999995,Production of talc,136,tonnes (metric),Production,talc,1,Canada,,"In addition to the countries listed, pyrophyllite may be produced in Vietnam.",CA,Talc,k,CAN,Talc,Including pyrophyllite.,2017-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/talc,134,217000
-119.677633,59.205383999999995,Production of coal,35,tonnes (metric),Production,coal,1|2|3,Canada,Coal,"Data for coking coal is not always distinguished from other types of bituminous coal. The term ""bituminous"" in this table may include coking coal where the latter is not separately shown.|There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term|Where no sub-commodity is shown the figures relate to all ranks of coal.",CA,,,CAN,,,2017-01-01,-119.677633,,59.205384,,33,60866000
-119.677633,59.205383999999995,Production of crude petroleum,109,tonnes (metric),Production,"petroleum, crude",1,Canada,,The figures shown in this table include natural gas liquids,CA,,,CAN,,,2018-01-01,-119.677633,,59.205384,,106,228300000
-119.677633,59.205383999999995,Production of coal,35,tonnes (metric),Production,coal,1|2|3,Canada,Coal,"Data for coking coal is not always distinguished from other types of bituminous coal. The term ""bituminous"" in this table may include coking coal where the latter is not separately shown.|There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term|Where no sub-commodity is shown the figures relate to all ranks of coal.",CA,,,CAN,,,2018-01-01,-119.677633,,59.205384,,33,54600000
-119.677633,59.205383999999995,Production of iron ore,71,tonnes (metric),Production,iron ore,,Canada,,,CA,Iron and steel,g,CAN,Iron ore,Including by-product iron ore.,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,69,52358000
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Platinum,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,Platinum group metals,,CAN,"Platinum group metals (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentates (Platinum content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum,113,8200
-119.677633,59.205383999999995,Production of alumina,2,tonnes (Al2O3 content),Production,alumina,1|2,Canada,,"The figures in this table represent alumina produced from bauxite. Alumina-rich materials can also be derived from salt slags formed during the production of secondary aluminium|Where possible figures in this table show the alumina equivalent (Al2O3) of total hydrate produced, whether or not calcined",CA,"Bauxite, alumina and aluminium",,CAN,Alumina,,2018-01-01,-119.677633,Alumina,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/alumina,2,1568000
-119.677633,59.205383999999995,Production of magnesite,87,tonnes (metric),Production,magnesite,1,Canada,,"In addition to the countries listed, Bulgaria is believed to produce magnesite",CA,Magnesite,*|b,CAN,Magnesite and magnesia,Estimates.|Officially described as magnesitic dolomite and brucite.,2018-01-01,-119.677633,Magnesite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesite,87,150000
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-niobium,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2018-01-01,-119.677633,,59.205384,,74,7400
-119.677633,59.205383999999995,Production of talc,136,tonnes (metric),Production,talc,1,Canada,,"In addition to the countries listed, pyrophyllite may be produced in Vietnam.",CA,Talc,k,CAN,Talc,Including pyrophyllite.,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/talc,134,289000
-119.677633,59.205383999999995,Production of refined cobalt,37,tonnes (metric),Production,"cobalt, refined",1,Canada,,"Refined cobalt can be in the form of metal, oxides, carbonates, sulphates and many other compounds. Efforts are made to avoid double-counting but it is not always possible to be certain",CA,Cobalt,a,CAN,Cobalt (refined),Including oxides.,2018-01-01,-119.677633,Refined,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,37,6349
-119.677633,59.205383999999995,Production of refined lead,81,tonnes (metric),Production,"lead, refined",1,Canada,,Figures relate to both primary and secondary refined lead and include the lead content of antimonial lead,CA,Lead,,CAN,"Lead, refined",,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,81,260956
-119.677633,59.205383999999995,Mine production of bismuth,21,tonnes (metal content),Production,"bismuth, mine",1|2|3,Canada,,"In addition to the countries listed, the Republic of Korea may produce bismuth but data are confidential.|Production for some countries may include bismuth produced from imported ores but it is thought that any resulting duplication is insignificant in the countries shown|The figures in this table are in some instances derived from reported bismuth content of refined and impure metal plus recoverable in ores and concentrates exported",CA,Bismuth,,CAN,"Bismuth (mine production, metal content)",,2018-01-01,-119.677633,mine production (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/bismuth,21,5
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Ruthenium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,,*,CAN,,Estimates.,2018-01-01,-119.677633,,59.205384,,113,572
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Silicon metal,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2018-01-01,-119.677633,,59.205384,,74,34000
-119.677633,59.205383999999995,Production of cadmium,29,tonnes (metric),Production,cadmium,1,Canada,,Data in this table excludes secondary metal unless otherwise stated,CA,Cadmium,a,CAN,Cadmium,Including cadmium sponge and/or secondary metal.,2018-01-01,-119.677633,Metal,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cadmium,27,1857
-119.677633,59.205383999999995,Mine production of lead,80,tonnes (metal content),Production,"lead, mine",,Canada,,,CA,Lead,,CAN,"Lead (mine production, metal content)",,2018-01-01,-119.677633,ore and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,80,17874
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,Lithium minerals (Li content),"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,,,CAN,,,2018-01-01,-119.677633,,59.205384,,84,4092
-119.677633,59.205383999999995,Production of potash,118,tonnes (K20 content),Production,potash,,Canada,Chloride,,CA,Potash,,CAN,Potash,,2018-01-01,-119.677633,Chloride,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/potash,116,13944000
-119.677633,59.205383999999995,Mine production of nickel,102,tonnes (metal content),Production,"nickel, mine",,Canada,,,CA,Nickel,,CAN,"Nickel (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,102,185962
-119.677633,59.205383999999995,Production of titanium minerals,144,tonnes (metric),Production,titanium minerals,1|2,Canada,Ilmenite,"Some ilmenite is converted to synthetic rutile in Australia, India, Japan and USA|The figures in this table refer to gross tonnage of titanium concentrates",CA,Titanium,*|a|b,CAN,Titanium minerals,"Estimates.|Canada produces some ilmenite which is sold as such and not processed into slag, but tonnages are small.|It is believed that the majority of this is processed into slag.",2018-01-01,-119.677633,Ilmenite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,144,2000000
-119.677633,59.205383999999995,Production of pig iron,72,tonnes (metric),Production,"iron, pig",1,Canada,,"The data in this table include sponge iron and direct reduced iron (DRI) , where these have been separately identified",CA,Iron and steel,,CAN,Pig iron,,2018-01-01,-119.677633,Pig iron,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,8100000
-119.677633,59.205383999999995,Production of nepheline syenite,164,tonnes (metric),Production,nepheline syenite,,Canada,,,CA,Nepheline syenite,,CAN,Nepheline syenite,,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nepheline-syenite,164,549000
-119.677633,59.205383999999995,Mine production of gold,57,kilograms,Production,"gold, mine",1|3,Canada,,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",CA,Gold,,CAN,"Gold (mine production, metal production)",,2018-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,57,194155
-119.677633,59.205383999999995,Mine production of copper,40,tonnes (metal content),Production,"copper, mine",,Canada,,,CA,Copper,,CAN,"Copper (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,40,548011
-119.677633,59.205383999999995,Production of salt,124,tonnes (metric),Production,salt,1|2,Canada,Other salt,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Salt,e,CAN,Salt,Including salt in brine.,2018-01-01,-119.677633,Other salt,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,1016444
-119.677633,59.205383999999995,Production of primary aluminium,3,tonnes (metric),Production,"aluminium, primary",1,Canada,,The figures in this table are for primary aluminium only. Aluminium can also be produced from secondary sources and may be recovered from salt slags,CA,"Bauxite, alumina and aluminium",,CAN,Aluminium,,2018-01-01,-119.677633,Primary metal,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/aluminium,3,2923204
-119.677633,59.205383999999995,Mine production of uranium,169,tonnes (metal content),Production,uranium,1,Canada,,Excluding uranium production from decommissioning operations,CA,,,CAN,,,2018-01-01,-119.677633,,59.205384,,169,7320
-119.677633,59.205383999999995,Production of slab zinc,154,tonnes (metric),Production,"zinc, slab",,Canada,,,CA,Zinc,,CAN,"Zinc, slab",,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,154,620202
-119.677633,59.205383999999995,Production of refined selenium,166,tonnes (metric),Production,"selenium, refined",1,Canada,,"In addition to the countries listed, Australia, Iran, the Republic of Korea and Zimbabwe are believed to produce refined selenium.",CA,Selenium,,CAN,Selenium metal,,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/selenium,166,85
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Rhodium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,,,CAN,,,2018-01-01,-119.677633,,59.205384,,113,750
-119.677633,59.205383999999995,Smelter/refinery production of nickel,103,tonnes (metric),Production,"nickel, smelter/refinery",1|2,Canada,,"Data relate to refined nickel plus the nickel content of ferro-nickel, nickel oxide and nickel salts. It does not include nickel content of nickel hydroxide cake or nickel matte as these are further refined elsewhere|In addition to the countries listed, the USA produces some nickel as a refinery by-product",CA,Nickel,,CAN,"Nickel, smelter/refinery",,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,103,137411
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,137,tonnes (metric),Production,tantalum and niobium minerals,1|2|3|4,Canada,Pyrochlore -Nb content,"Niobium and tantalum minerals are also believed to be produced in Namibia and South Africa.|Tantalum is also recovered from tin slags and this is believed to have accounted for approximately 20% of raw material supplied.|The figures in this table include artisanal mining, where data are available|The figures in this table refer to gross tonnage of tantalum and niobium concentrates, except where noted",CA,,*,CAN,,Estimates.,2018-01-01,-119.677633,,59.205384,,137,5300
-119.677633,59.205383999999995,Mine production of antimony,6,tonnes (metal content),Production,"antimony, mine",1,Canada,,This table includes antimony content of antimonial lead alloys,CA,Antimony,,CAN,"Antimony (mine production, metal production)",,2018-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/antimony,6,6
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,137,tonnes (metric),Production,tantalum and niobium minerals,1|2|3|4,Canada,Pyrochlore,"Niobium and tantalum minerals are also believed to be produced in Namibia and South Africa.|Tantalum is also recovered from tin slags and this is believed to have accounted for approximately 20% of raw material supplied.|The figures in this table include artisanal mining, where data are available|The figures in this table refer to gross tonnage of tantalum and niobium concentrates, except where noted",CA,Tantalum and niobium,*,CAN,Pyrochlore,Estimates.,2018-01-01,-119.677633,,59.205384,http://www.opengis.net/def/nil/ogc/0/missing,137,14100
-119.677633,59.205383999999995,Production of graphite,62,tonnes (metric),Production,graphite,1,Canada,,This table includes all forms of amorphous and crystalline graphite but excludes synthetic material,CA,Graphite,,CAN,Graphite,,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,11000
-119.677633,59.205383999999995,Production of diamond,47,Carats,Production,diamond,1|2,Canada,,So far as possible the amounts shown include estimates for artisanal and/or illegal production|This table does not show production of synthetic diamond,CA,Diamond,,CAN,Diamond,,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/diamond,45,22789001
-119.677633,59.205383999999995,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,Canada,,,CA,Silver,,CAN,"Silver (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,404000
-119.677633,59.205383999999995,Smelter production of copper,41,tonnes (metric),Production,"copper, smelter",1,Canada,,"This table shows primary metal in the form of blister and anode produced from concentrates, and may include copper produced from scrap but this is excluded when it can be separately identified",CA,Copper,,CAN,"Copper, smelter",,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,41,290100
-119.677633,59.205383999999995,Mine production of zinc,153,tonnes (metal content),Production,"zinc, mine",,Canada,,,CA,Zinc,,CAN,"Zinc (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,153,304964
-119.677633,59.205383999999995,Production of crude steel,73,tonnes (metric),Production,"steel, crude",1|2,Canada,,"Small amounts of steel are also believed to be produced in Sri Lanka|Unless otherwise indicated, these figures include production from scrap",CA,Iron and steel,,CAN,Crude steel,,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/ferrous-metal,73,13443100
-119.677633,59.205383999999995,Refinery production of indium,738,tonnes (metric),Production,"indium, refinery",1,Canada,,"In addition to the countries listed, Kazakhstan is believed to produce small quantities of indium",CA,Indium,*,CAN,"Indium, refined",Estimates.,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/indium,738,58
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,Spodumene,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Lithium,,CAN,Lithium minerals,,2018-01-01,-119.677633,Spodumene,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,84,140000
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-silicon,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2018-01-01,-119.677633,,59.205384,,74,36000
-119.677633,59.205383999999995,Mine production of cobalt,36,tonnes (metal content),Production,"cobalt, mine",1|2|3|4,Canada,,"Consequently, the figures in this table may relate either to cobalt recovered or to cobalt contained in ore raised.|In addition to the countries listed, cobalt is contained within copper ores in Poland but this is not currently recovered.|In many countries it is not clear whether cobalt that is known to be present in the extracted ore is subsequently recovered, nor whether the reported figure is contained or recovered cobalt.|There is frequently a considerable disparity between the cobalt content of ore raised and cobalt actually recovered.",CA,Cobalt,,CAN,"Cobalt (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,36,5608
-119.677633,59.205383999999995,Production of mica,98,tonnes (metric),Production,mica,1,Canada,,"In addition to the countries listed, Egypt and Romania are believed to produce mica",CA,Mica,*,CAN,Mica,Estimates.,2018-01-01,-119.677633,Mica,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/mica,96,21000
-119.677633,59.205383999999995,Production of refined tellurium,168,tonnes (metric),Production,"tellurium, refined",1,Canada,,"In addition to the countries listed, Germany and Belgium are believed to produce refined tellurium",CA,Tellurium,*,CAN,Tellurium,Estimates.,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/tellurium,168,17
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Iridium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,,*,CAN,,Estimates.,2018-01-01,-119.677633,,59.205384,,113,286
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Palladium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,Platinum group metals,,CAN,"Platinum group metals (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentrates (Palladium content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/palladium,113,20880
-119.677633,59.205383999999995,Mine production of molybdenum,99,tonnes (metal content),Production,"molybdenum, mine",1,Canada,,"In addition to the countries listed, Australia, Georgia, India, Democratic P.R. of Korea, Romania and Tajikistan are believed to produce molybdenum",CA,Molybdenum,,CAN,"Molybdenum (mine production, metal content)",,2018-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum,99,5036
-119.677633,59.205383999999995,Production of natural gas,107,million cubic metres,Production,natural gas,1,Canada,,So far as possible the figures in this table exclude flared or reinjected gas,CA,,,CAN,,,2018-01-01,-119.677633,,59.205384,,107,157176
-119.677633,59.205383999999995,Production of barytes,17,tonnes (metric),Production,barytes,1,Canada,,This table may include small quantities of witherite,CA,Barytes,*,CAN,Barytes,Estimates.,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/baryte,15,30000
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-vanadium,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2018-01-01,-119.677633,,59.205384,,74,1000
-119.677633,59.205383999999995,Production of refined copper,42,tonnes (metric),Production,"copper, refined",1|2,Canada,,"Figures relate to both primary and secondary refined copper, whether electrolytic or fire refined. Metal recovered from secondary materials by remelting alone is excluded|In addition to the countries listed, Albania and Colombia produce refined copper",CA,Copper,,CAN,"Copper, refined",,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,42,291250
-119.677633,59.205383999999995,Production of Gypsum,65,tonnes (metric),Production,gypsum and plaster,1|2,Canada,,"In addition to the countries listed, Indonesia, Japan and Vietnam may also produce gypsum.|Some countries produce large quantities of synthetic gypsum. Where possible, this output is excluded from the table",CA,Gypsum,a,CAN,Gypsum,Including anhydrite.,2018-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/gypsum,63,3246000
-119.677633,59.205383999999995,Production of salt,124,tonnes (metric),Production,salt,1|2,Canada,Rock salt,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Salt,,CAN,Salt,,2018-01-01,-119.677633,Rock salt,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,9675013
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Palladium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,Platinum group metals,,CAN,"Platinum group metals (mine production, metal content)",,2019-01-01,-119.677633,Ores and concentrates (Palladium content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/palladium,113,24234
-119.677633,59.205383999999995,Production of Gypsum,65,tonnes (metric),Production,gypsum and plaster,1|2,Canada,,"In addition to the countries listed, Indonesia, Japan and Vietnam may also produce gypsum.|Some countries produce large quantities of synthetic gypsum. Where possible, this output is excluded from the table",CA,Gypsum,a,CAN,Gypsum,Including anhydrite.,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/gypsum,63,2446000
-119.677633,59.205383999999995,Mine production of molybdenum,99,tonnes (metal content),Production,"molybdenum, mine",1,Canada,,"In addition to the countries listed, Australia, Georgia, India, Democratic P.R. of Korea, Romania and Tajikistan are believed to produce molybdenum",CA,Molybdenum,,CAN,"Molybdenum (mine production, metal content)",,2019-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum,99,3955
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-silicon,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2019-01-01,-119.677633,,59.205384,,74,37000
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-vanadium,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2019-01-01,-119.677633,,59.205384,,74,1200
-119.677633,59.205383999999995,Production of barytes,17,tonnes (metric),Production,barytes,1,Canada,,This table may include small quantities of witherite,CA,Barytes,*,CAN,Barytes,Estimates.,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/baryte,15,30000
-119.677633,59.205383999999995,Production of natural gas,107,million cubic metres,Production,natural gas,1,Canada,,So far as possible the figures in this table exclude flared or reinjected gas,CA,,,CAN,,,2019-01-01,-119.677633,,59.205384,,107,161367
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Iridium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,,,CAN,,,2019-01-01,-119.677633,,59.205384,,113,0
-119.677633,59.205383999999995,Mine production of cobalt,36,tonnes (metal content),Production,"cobalt, mine",1|2|3|4,Canada,,"Consequently, the figures in this table may relate either to cobalt recovered or to cobalt contained in ore raised.|In addition to the countries listed, cobalt is contained within copper ores in Poland but this is not currently recovered.|In many countries it is not clear whether cobalt that is known to be present in the extracted ore is subsequently recovered, nor whether the reported figure is contained or recovered cobalt.|There is frequently a considerable disparity between the cobalt content of ore raised and cobalt actually recovered.",CA,Cobalt,,CAN,"Cobalt (mine production, metal content)",,2019-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,36,5132
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,Spodumene,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Lithium,,CAN,Lithium minerals,,2019-01-01,-119.677633,Spodumene,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,84,9000
-119.677633,59.205383999999995,Refinery production of indium,738,tonnes (metric),Production,"indium, refinery",1,Canada,,"In addition to the countries listed, Kazakhstan is believed to produce small quantities of indium",CA,Indium,*,CAN,"Indium, refined",Estimates.,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/indium,738,61
-119.677633,59.205383999999995,Production of mica,98,tonnes (metric),Production,mica,1,Canada,,"In addition to the countries listed, Egypt and Romania are believed to produce mica",CA,Mica,*,CAN,Mica,Estimates.,2019-01-01,-119.677633,Mica,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/mica,96,21000
-119.677633,59.205383999999995,Production of salt,124,tonnes (metric),Production,salt,1|2,Canada,Rock salt,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Salt,,CAN,Salt,,2019-01-01,-119.677633,Rock salt,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,10986492
-119.677633,59.205383999999995,Production of nepheline syenite,164,tonnes (metric),Production,nepheline syenite,,Canada,,,CA,Nepheline syenite,,CAN,Nepheline syenite,,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nepheline-syenite,164,506000
-119.677633,59.205383999999995,Production of refined tellurium,168,tonnes (metric),Production,"tellurium, refined",1,Canada,,"In addition to the countries listed, Germany and Belgium are believed to produce refined tellurium",CA,Tellurium,*,CAN,Tellurium,Estimates.,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/tellurium,168,15
